"97N9013"	4	140	186	190	234	-999	-999	-999	-999	-999
"97N9015"	4	120	178	182	238	-999	-999	-999	-999	-999
"97N9015"	4	132	182	190	238	-999	-999	-999	-999	-999
"97N9017"	4	124	182	182	230	-999	-999	-999	-999	-999
"97N9017"	4	124	186	182	238	-999	-999	-999	-999	-999
"97N2408"	5	84	182	170	230	-999	-999	-999	-999	-999
"97N2408"	5	124	186	190	242	-999	-999	-999	-999	-999
"97N2410"	5	84	178	182	230	-999	-999	-999	-999	-999
"97N2410"	5	84	178	190	242	-999	-999	-999	-999	-999
"97N2432"	5	124	182	154	230	-999	-999	-999	-999	-999
"97N2432"	5	132	190	182	242	-999	-999	-999	-999	-999
"97N2449"	5	84	178	178	234	-999	-999	-999	-999	-999
"97N2449"	5	84	182	182	242	-999	-999	-999	-999	-999
"97N2456"	5	84	182	174	234	-999	-999	-999	-999	-999
"97N2456"	5	128	186	178	234	-999	-999	-999	-999	-999
"97N2473"	5	124	174	182	234	-999	-999	-999	-999	-999
"97N2473"	5	136	178	186	238	-999	-999	-999	-999	-999
"97N2478"	5	84	182	-999	234	-999	-999	-999	-999	-999
"97N2478"	5	132	186	-999	238	-999	-999	-999	-999	-999
"97N2543"	5	84	182	182	234	-999	-999	-999	-999	-999
"97N2543"	5	124	192	182	238	-999	-999	-999	-999	-999
"96N2014"	6	124	186	-999	238	-999	-999	-999	-999	-999
"96N2014"	6	124	186	-999	238	-999	-999	-999	-999	-999
"96N2015"	6	116	186	182	238	-999	-999	-999	-999	-999
"96N2015"	6	128	190	186	238	-999	-999	-999	-999	-999
"96N2016"	6	84	182	182	238	-999	-999	-999	-999	-999
"96N2016"	6	120	182	190	238	-999	-999	-999	-999	-999
"96N2017"	6	84	182	174	234	-999	-999	-999	-999	-999
"96N2017"	6	124	186	194	234	-999	-999	-999	-999	-999
"96N2018"	6	124	178	178	238	-999	-999	-999	-999	-999
"96N2018"	6	132	178	186	238	-999	-999	-999	-999	-999
"96N2019"	6	84	182	174	234	-999	-999	-999	-999	-999
"96N2019"	6	84	186	174	234	-999	-999	-999	-999	-999
"96N2020"	6	124	186	170	226	-999	-999	-999	-999	-999
"96N2020"	6	124	190	190	238	-999	-999	-999	-999	-999
"96N2021"	6	132	182	154	226	-999	-999	-999	-999	-999
"96N2021"	6	136	190	186	246	-999	-999	-999	-999	-999
"96N2022"	6	124	186	174	230	-999	-999	-999	-999	-999
"96N2022"	6	140	190	190	234	-999	-999	-999	-999	-999
"96N2023"	6	84	182	170	238	-999	-999	-999	-999	-999
